country,continent,idacr,leader,plad_id,archigos_id,startdate,enddate,entry,exit,gender,yrborn,birthdate
Cuba,Americas,CUB,Díaz-Canel,CUB_2019_1,.,2019-10-10,2024-09-25,Regular,Still in Office,M,1960,1960-04-20
Cyprus,Asia,CYP,Vassiliou,CYP_1988_1,821ec15c-1e42-11e4-b4cd-db5882bf8def,1988-02-28,1993-02-28,Regular,Regular,M,1931,NA
Cyprus,Asia,CYP,Clerides,CYP_1993_1,821e9081-1e42-11e4-b4cd-db5882bf8def,1993-02-28,2003-02-28,Regular,Regular,M,1919,1919-04-24
Cyprus,Asia,CYP,Tassos Nikolaou Papadopoulos,CYP_2003_1,821ec15d-1e42-11e4-b4cd-db5882bf8def,2003-02-28,2008-02-28,Regular,Regular,M,1934,NA
Cyprus,Asia,CYP,Dimitris Christofias,CYP_2008_1,825272d9-1e42-11e4-b4cd-db5882bf8def,2008-02-28,2013-02-28,Regular,Regular,M,1946,NA
Cyprus,Asia,CYP,Anastasiades,CYP_2013_1,2b3a05b0-3481-11e4-8dba-bbcd9ed46413,2013-02-28,2023-02-28,Regular,Regular,M,1946,1946-09-27
Cyprus,Asia,CYP,Nikos Christodoulides,CYP_2023_1,.,2023-02-28,2024-09-25,Regular,Still in Office,M,1973,1973-12-06
Czech Republik,Europe,CZE,Calfa,CZE_1989_1,82181438-1e42-11e4-b4cd-db5882bf8def,1989-12-17,1992-07-01,Regular,Regular,M,1946,NA
Czech Republik,Europe,CZE,Strasky,CZE_1992_1,82181439-1e42-11e4-b4cd-db5882bf8def,1992-07-01,1992-12-31,Regular,Regular,M,1940,NA
Czech Republic,Europe,CZR,Klaus,CZR_1993_1,8218143a-1e42-11e4-b4cd-db5882bf8def,1993-01-01,1997-12-17,Regular,Regular,M,1941,1941-06-19
Czech Republic,Europe,CZR,Tosovsky,CZR_1997_1,8218143b-1e42-11e4-b4cd-db5882bf8def,1997-12-17,1998-07-17,Regular,Regular,M,1950,NA
Czech Republic,Europe,CZR,Zeman,CZR_1998_1,8218143c-1e42-11e4-b4cd-db5882bf8def,1998-07-17,2002-07-12,Regular,Regular,M,1944,NA
Czech Republic,Europe,CZR,Spidla,CZR_2002_1,8218450c-1e42-11e4-b4cd-db5882bf8def,2002-07-12,2004-07-26,Regular,Regular,M,1951,1951-04-22
Czech Republic,Europe,CZR,Stanislav Gross,CZR_2004_1,8218450d-1e42-11e4-b4cd-db5882bf8def,2004-07-26,2005-04-25,Regular,Regular,M,1969,1969-10-30
Czech Republic,Europe,CZR,Paroubek,CZR_2005_1,8251af80-1e42-11e4-b4cd-db5882bf8def,2005-04-25,2006-09-04,Regular,Regular,M,1952,NA
Czech Republic,Europe,CZR,Topolanek,CZR_2006_1,8251af81-1e42-11e4-b4cd-db5882bf8def,2006-09-04,2009-05-08,Regular,Regular,M,1956,NA
Czech Republic,Europe,CZR,Fischer,CZR_2009_1,8251e050-1e42-11e4-b4cd-db5882bf8def,2009-05-08,2010-07-13,Regular,Regular,M,1951,NA
Czech Republic,Europe,CZR,Necas,CZR_2010_1,8251e051-1e42-11e4-b4cd-db5882bf8def,2010-07-13,2013-07-10,Regular,Regular,M,1964,NA
Czech Republic,Europe,CZR,Rusnok,CZR_2013_1,2b37a457-3481-11e4-8dba-bbcd9ed46413,2013-07-10,2014-01-29,Regular,Regular,M,1960,1960-10-16
Czech Republic,Europe,CZR,Sobotka,CZR_2014_1,149e3ccf-aae0-11e4-b3bc-29f2fa19767e,2014-01-29,2017-12-06,Regular,Regular,M,1971,1971-10-23
Czech Republik,Europe,CZR,Babis,CZR_2017_1,.,2017-12-06,2020-12-17,Regular,Regular,M,1954,1954-09-02
Czech Republik,Europe,CZR,Fiala,CZR_2021_1,.,2021-12-17,2024-09-25,Regular,Still in Office,M,1964,1964-09-01
Denmark,Europe,DEN,Schluter,DEN_1982_1,82281a18-1e42-11e4-b4cd-db5882bf8def,1982-09-10,1993-01-25,Regular,Regular,M,1929,1929-04-03
Denmark,Europe,DEN,Nyrup Rasmussen,DEN_1993_1,82281a19-1e42-11e4-b4cd-db5882bf8def,1993-01-25,2001-11-27,Regular,Regular,M,1943,1943-06-15
Denmark,Europe,DEN,Fogh Rasmussen,DEN_2001_1,82281a1a-1e42-11e4-b4cd-db5882bf8def,2001-11-27,2009-04-05,Regular,Regular,M,1953,1953-01-26
Denmark,Europe,DEN,Lars L<U+FFFD>kke Rasmussen,DEN_2009_1,82530554-1e42-11e4-b4cd-db5882bf8def,2009-04-05,2011-10-03,Regular,Regular,M,1964,1964-05-15
Denmark,Europe,DEN,Thorning-Schmidt,DEN_2011_1,82530555-1e42-11e4-b4cd-db5882bf8def,2011-10-03,2015-06-28,Regular,Regular,F,1966,1966-12-14
Denmark,Europe,DEN,Lars L<U+FFFD>kke Rasmussen,DEN_2015_1,43f81006-de6a-11e5-ba44-bb6d7c1a9a58,2015-06-28,2019-06-27,Regular,Regular,M,1964,1964-05-15
Denmark,Europe,DEN,Mette Frederiksen,DEN_2019_1,.,2019-06-27,2024-09-25,Regular,Still in Office,F,1977,1977-11-19
Djibouti,Africa,DJI,Gouled Aptidon,DJI_1977_1,82335b30-1e42-11e4-b4cd-db5882bf8def,1977-06-27,1999-05-08,Regular,Regular,M,1916,NA
Djibouti,Africa,DJI,Guelleh,DJI_1999_1,82335b31-1e42-11e4-b4cd-db5882bf8def,1999-05-08,2024-09-25,Regular,Still in Office,M,1947,1947-11-27
Dominican Republic,Americas,DOM,Balaguer,DOM_1986_1,81e1b71c-1e42-11e4-b4cd-db5882bf8def,1986-08-16,1996-08-16,Regular,Regular,M,1907,1907-09-01
Dominican Republic,Americas,DOM,Fernandez Reyna,DOM_1996_1,81e2dc15-1e42-11e4-b4cd-db5882bf8def,1996-08-16,2000-08-16,Regular,Regular,M,1953,1953-12-26
Dominican Republic,Americas,DOM,Hipolito Mejia,DOM_2000_1,81e30ce8-1e42-11e4-b4cd-db5882bf8def,2000-08-17,2004-08-16,Regular,Regular,M,1941,1941-02-22
Dominican Republic,Americas,DOM,Fernandez Reyna,DOM_2004_1,81e2dc15-1e42-11e4-b4cd-db5882bf8def,2004-08-16,2012-08-16,Regular,Regular,M,1953,1953-12-26
Dominican Republic,Americas,DOM,Medina,DOM_2012_1,2b37a44e-3481-11e4-8dba-bbcd9ed46413,2012-08-16,2020-08-16,Regular,Regular,M,1951,1951-11-10
Dominican Republic,Americas,DOM,Luis Abinader,DOM_2020_1,.,2020-08-16,2024-09-25,Regular,Still in Office,M,1967,1967-07-12
Democratic Republic of the Congo,Africa,DRC,Mobutu,DRC_1965_1,8231d492-1e42-11e4-b4cd-db5882bf8def,1965-11-25,1997-05-16,Irregular,Irregular,M,1930,1930-10-14
Democratic Republic of the Congo,Africa,DRC,Laurent Kabila,DRC_1997_1,8231d494-1e42-11e4-b4cd-db5882bf8def,1997-05-16,2001-01-16,Irregular,Irregular,M,1939,1939-11-27
Democratic Republic of the Congo,Africa,DRC,Joseph Kabila,DRC_2001_1,82320564-1e42-11e4-b4cd-db5882bf8def,2001-01-17,2019-01-24,Regular,Regular,M,1971,1971-06-04
Democratic Republic of the Congo,Africa,DRC,Felix Tshisekedi,DRC_2019_1,.,2019-01-24,2024-09-25,Regular,Still in Office,M,1963,1963-06-13
Vietnam,Asia,DRV,Nguyen Van Linh,DRV_1986_2,824bf68a-1e42-11e4-b4cd-db5882bf8def,1986-12-18,1991-06-27,Regular,Regular,M,1915,1915-07-01
Vietnam,Asia,DRV,Do Muoi,DRV_1991_1,824bf68b-1e42-11e4-b4cd-db5882bf8def,1991-06-27,1997-12-29,Regular,Regular,M,1917,1917-02-02
Vietnam,Asia,DRV,Phieu,DRV_1997_1,824c275a-1e42-11e4-b4cd-db5882bf8def,1997-12-29,2001-04-22,Regular,Regular,M,1931,1931-12-27
Vietnam,Asia,DRV,Nong Duc Manh,DRV_2001_1,824c275b-1e42-11e4-b4cd-db5882bf8def,2001-04-23,2011-01-19,Regular,Regular,M,1940,1940-09-11
Vietnam,Asia,DRV,Phu Trong,DRV_2011_1,8255b0f9-1e42-11e4-b4cd-db5882bf8def,2011-01-19,2024-09-25,Regular,Still in Office,M,1944,1944-04-14
Ecuador,Americas,ECU,Borja Cevallos,ECU_1988_1,81f86a18-1e42-11e4-b4cd-db5882bf8def,1988-08-10,1992-08-10,Regular,Regular,M,1935,1935-06-19
Ecuador,Americas,ECU,Duran Ballen,ECU_1992_1,81f86a19-1e42-11e4-b4cd-db5882bf8def,1992-08-10,1996-08-10,Regular,Regular,M,1921,1921-07-14
Ecuador,Americas,ECU,Bucaram Ortiz,ECU_1996_1,81f86a1a-1e42-11e4-b4cd-db5882bf8def,1996-08-10,1997-02-06,Regular,Regular,M,1952,1952-02-20
Ecuador,Americas,ECU,Alarcon Fabian,ECU_1997_1,81f89af4-1e42-11e4-b4cd-db5882bf8def,1997-02-06,1997-02-09,Regular,Regular,M,1947,1947-04-14
Ecuador,Americas,ECU,Rosalia Arteaga Serrano,ECU_1997_2,81f89af5-1e42-11e4-b4cd-db5882bf8def,1997-02-09,1997-02-11,Regular,Regular,F,1956,NA
Ecuador,Americas,ECU,Alarcon Fabian,ECU_1997_3,81f89af4-1e42-11e4-b4cd-db5882bf8def,1997-02-11,1998-08-10,Regular,Regular,M,1947,1947-04-14
Ecuador,Americas,ECU,Mahuad,ECU_1998_1,81f89af6-1e42-11e4-b4cd-db5882bf8def,1998-08-10,2000-01-21,Regular,Irregular,M,1949,1949-07-29
Ecuador,Americas,ECU,Gustavo Noboa,ECU_2000_1,81f89af7-1e42-11e4-b4cd-db5882bf8def,2000-01-22,2003-01-15,Irregular,Regular,M,1937,NA
Ecuador,Americas,ECU,Lucio Gutierrez,ECU_2003_1,81f89af8-1e42-11e4-b4cd-db5882bf8def,2003-01-15,2005-04-20,Regular,Regular,M,1957,NA
Ecuador,Americas,ECU,Alfredo Palacio,ECU_2005_1,82508a88-1e42-11e4-b4cd-db5882bf8def,2005-04-20,2007-01-15,Regular,Regular,M,1939,NA
Ecuador,Americas,ECU,Rafael Correa,ECU_2007_1,82508a89-1e42-11e4-b4cd-db5882bf8def,2007-01-15,2017-05-24,Regular,Regular,M,1963,1963-04-06
Ecuador,Americas,ECU,Lenín Moreno,ECU_2017_1,.,2017-05-24,2021-05-24,Regular,Regular,M,1953,1953-03-19
Ecuador,Americas,ECU,Guillermo Lasso,ECU_2021_1,.,2021-05-24,2023-11-23,Regular,Regular,M,1955,1955-11-16
Ecuador,Americas,ECU,Daniel Noboa,ECU_2023_1,.,2023-11-23,2024-09-25,Regular,Still in Office,M,1987,1987-11-30
Egypt,Africa,EGY,Mubarak,EGY_1981_1,823ecd1d-1e42-11e4-b4cd-db5882bf8def,1981-10-14,2011-02-11,Regular,Irregular,M,1929,1929-05-04
Egypt,Africa,EGY,Tantawi,EGY_2011_1,82545b2d-1e42-11e4-b4cd-db5882bf8def,2011-02-11,2012-06-30,Regular,Regular,M,1931,NA
Egypt,Africa,EGY,Morsi,EGY_2012_1,14a011a1-aae0-11e4-b3bc-29f2fa19767e,2012-06-30,2013-07-03,Regular,Irregular,M,1951,1951-08-08
Egypt,Africa,EGY,Mansour,EGY_2013_1,2b3c6721-3481-11e4-8dba-bbcd9ed46413,2013-07-04,2014-06-08,Irregular,Regular,M,1945,1945-12-23
Egypt,Africa,EGY,al-Sisi,EGY_2014_1,14a011a2-aae0-11e4-b3bc-29f2fa19767e,2014-06-08,2024-09-25,Regular,Still in Office,M,1954,1954-11-19
Equatorial Guinea,Africa,EQG,Nguema Mbasogo,EQG_1979_1,822a334a-1e42-11e4-b4cd-db5882bf8def,1979-08-03,2024-09-25,Irregular,Still in Office,M,1942,1942-06-05
Eritrea,Africa,ERI,Afeworki,ERI_1993_1,8233bce5-1e42-11e4-b4cd-db5882bf8def,1993-05-24,2024-09-25,Regular,Still in Office,M,1946,1946-02-02
Estonia,Europe,EST,Savisaar,EST_1991_1,82213c2a-1e42-11e4-b4cd-db5882bf8def,1991-09-06,1992-01-23,Regular,Regular,M,1950,NA
Estonia,Europe,EST,Vahi,EST_1992_1,82213c2b-1e42-11e4-b4cd-db5882bf8def,1992-01-30,1992-10-08,Regular,Regular,M,1947,1947-01-10
Estonia,Europe,EST,Laar,EST_1992_2,82213c2c-1e42-11e4-b4cd-db5882bf8def,1992-10-28,1994-11-08,Regular,Regular,M,1960,1960-04-22
Estonia,Europe,EST,Tarand,EST_1994_1,82213c2d-1e42-11e4-b4cd-db5882bf8def,1994-11-08,1995-04-17,Regular,Regular,M,1940,NA
Estonia,Europe,EST,Vahi,EST_1995_1,82213c2b-1e42-11e4-b4cd-db5882bf8def,1995-04-17,1997-03-17,Regular,Regular,M,1947,1947-01-10
Estonia,Europe,EST,Siimann,EST_1997_1,82216cfe-1e42-11e4-b4cd-db5882bf8def,1997-03-17,1999-03-25,Regular,Regular,M,1946,NA
Estonia,Europe,EST,Laar,EST_1999_1,82213c2c-1e42-11e4-b4cd-db5882bf8def,1999-03-25,2002-01-28,Regular,Regular,M,1960,1960-04-22
Estonia,Europe,EST,Siim Kallas,EST_2002_1,82216cff-1e42-11e4-b4cd-db5882bf8def,2002-01-28,2003-04-10,Regular,Regular,M,1948,NA
Estonia,Europe,EST,Parts,EST_2003_1,82216d00-1e42-11e4-b4cd-db5882bf8def,2003-04-10,2005-04-13,Regular,Regular,M,1966,NA
Estonia,Europe,EST,Ansip,EST_2005_1,8252d47f-1e42-11e4-b4cd-db5882bf8def,2005-04-13,2014-03-26,Regular,Regular,M,1956,1956-10-01
Estonia,Europe,EST,Roivas,EST_2014_1,149ed919-aae0-11e4-b3bc-29f2fa19767e,2014-03-26,2016-11-23,Regular,Regular,M,1979,1979-09-26
Estonia,Europe,EST,Ratas,EST_2016_1,.,2016-11-23,2021-01-26,Regular,Regular,M,1978,1978-07-02
Estonia,Europe,EST,Kaja Kallas,EST_2021_1,.,2021-01-26,2024-09-25,Regular,Still in Office,F,1977,1977-06-18
Ethiopia,Africa,ETH,Mengistu Marriam,ETH_1977_1,8233bce2-1e42-11e4-b4cd-db5882bf8def,1977-02-11,1991-05-21,Regular,Irregular,M,1937,NA
Ethiopia,Africa,ETH,Gebre Kidan,ETH_1991_1,8233bce3-1e42-11e4-b4cd-db5882bf8def,1991-05-21,1991-05-27,Regular,Irregular,M,1935,NA
Ethiopia,Africa,ETH,Meles Zenawi,ETH_1991_2,8233bce4-1e42-11e4-b4cd-db5882bf8def,1991-05-27,2012-08-20,Irregular,Natural Death,M,1955,1955-08-23
Ethiopia,Africa,ETH,Hailemariam Desalegn,ETH_2012_1,2b3c671d-3481-11e4-8dba-bbcd9ed46413,2012-08-20,2018-04-02,Regular,Irregular,M,1965,1965-07-18
Ethiopia,Africa,ETH,Abiy Ahmed,ETH_2018_1,.,2018-04-02,2024-09-25,Regular,Still in Office,M,1976,1976-08-15
East Timor,Asia,ETM,Gusmao,ETM_2002_1,824d1b8d-1e42-11e4-b4cd-db5882bf8def,2002-05-20,2007-05-20,Regular,Regular,M,1946,1946-06-20
East Timor,Asia,ETM,Ramos-Horta,ETM_2007_1,8255e1ca-1e42-11e4-b4cd-db5882bf8def,2007-05-20,2008-02-11,Regular,Retired Due to Ill Health,M,1949,1949-12-26
East Timor,Asia,ETM,Fernando de Araújo,ETM_2008_1,43fcd2bd-de6a-11e5-ba44-bb6d7c1a9a58,2008-02-13,2008-04-17,Regular,Retired Due to Ill Health,M,1963,1963-02-26
East Timor,Asia,ETM,Ramos-Horta,ETM_2008_2,8255e1ca-1e42-11e4-b4cd-db5882bf8def,2008-04-17,2012-05-20,Regular,Retired Due to Ill Health,M,1949,1949-12-26
East Timor,Asia,ETM,Ruak,ETM_2012_1,2b3ec880-3481-11e4-8dba-bbcd9ed46413,2012-05-20,2017-05-20,Regular,Regular,M,1956,1956-10-10
East Timor,Asia,ETM,Guterres,ETM_2017_1,.,2017-05-20,2022-05-20,Regular,Regular,M,1954,1954-09-07
East Timor,Asia,ETM,Jose Manuel Ramos-Horta,ETM_2022_1,.,2022-05-20,2024-09-25,Regular,Still in Office,M,1954,1949-12-26
Finland,Europe,FIN,Koivisto,FIN_1981_1,8224ab29-1e42-11e4-b4cd-db5882bf8def,1981-09-11,1994-03-01,Regular,Regular,M,1923,1923-11-25
Finland,Europe,FIN,Marthi Ahtisaari,FIN_1994_1,8224ab2a-1e42-11e4-b4cd-db5882bf8def,1994-03-01,2000-03-01,Regular,Regular,M,1937,1937-06-23
Finland,Europe,FIN,Halonen,FIN_2000_1,8224dbfa-1e42-11e4-b4cd-db5882bf8def,2000-03-01,2012-03-01,Regular,Regular,F,1943,1943-12-24
Finland,Europe,FIN,Sauli Niinistö,FIN_2012_1,2b3a05b6-3481-11e4-8dba-bbcd9ed46413,2012-03-01,2024-09-25,Regular,Still in Office,M,1948,1948-08-24
Fiji,Oceania,FJI,Mara,FJI_1987_3,824f965a-1e42-11e4-b4cd-db5882bf8def,1987-12-05,1992-06-02,Regular,Regular,M,1920,1920-05-13
Fiji,Oceania,FJI,Rabuka,FJI_1992_1,824fc72a-1e42-11e4-b4cd-db5882bf8def,1992-06-02,1999-05-19,Regular,Regular,M,1948,1948-09-13
Fiji,Oceania,FJI,Chaudhry,FJI_1999_1,824fc72b-1e42-11e4-b4cd-db5882bf8def,1999-05-19,2000-05-19,Regular,Irregular,M,1942,1942-09-02
Fiji,Oceania,FJI,Ratu Josefa Iloilo,FJI_2000_1,824fc72c-1e42-11e4-b4cd-db5882bf8def,2000-05-27,2000-05-29,Irregular,Regular,M,1920,NA
Fiji,Oceania,FJI,Bainimarama,FJI_2000_2,3671d6d8-3bbd-11e5-afeb-eb6f07f9fec7,2000-05-29,2000-07-14,Irregular,Irregular,M,1954,1954-04-27
Fiji,Oceania,FJI,Laisenia Qarase,FJI_2000_3,824fc72e-1e42-11e4-b4cd-db5882bf8def,2000-07-14,2006-12-05,Regular,Irregular,M,1941,NA
Fiji,Oceania,FJI,Senilagakali,FJI_2006_1,825612ab-1e42-11e4-b4cd-db5882bf8def,2006-12-05,2007-01-05,Regular,Regular,M,1929,NA
Fiji,Oceania,FJI,Bainimarama,FJI_2007_1,3671d6d8-3bbd-11e5-afeb-eb6f07f9fec7,2007-01-05,2022-12-24,Irregular,Regular,M,1954,1954-04-27
Fiji,Oceania,FJI,Sitiveni Rabuka,FJI_2022_1,.,2022-12-24,2024-09-25,Regular,Still in Office,M,1948,1948-09-13
France,Europe,FRN,Mitterand,FRN_1981_1,820d967c-1e42-11e4-b4cd-db5882bf8def,1981-05-21,1995-05-17,Regular,Regular,M,1916,1916-10-26
France,Europe,FRN,Chirac,FRN_1995_1,820d967d-1e42-11e4-b4cd-db5882bf8def,1995-05-17,2007-05-16,Regular,Regular,M,1932,1932-11-29
France,Europe,FRN,Sarkozy,FRN_2007_1,82511d05-1e42-11e4-b4cd-db5882bf8def,2007-05-16,2012-05-15,Regular,Regular,M,1955,NA
France,Europe,FRN,Hollande,FRN_2012_1,2b37a455-3481-11e4-8dba-bbcd9ed46413,2012-05-15,2017-05-14,Regular,Regular,M,1954,1954-08-12
France,Europe,FRN,Macron,FRN_2017_1,.,2017-05-14,2024-09-25,Regular,Still in Office,M,1977,1977-12-21
Gabon,Africa,GAB,Bongo,GAB_1967_1,8230e064-1e42-11e4-b4cd-db5882bf8def,1967-11-28,2009-06-08,Regular,Natural Death,M,1935,1935-12-30
Gabon,Africa,GAB,Rose Francine Rogombe,GAB_2009_1,8253c8a4-1e42-11e4-b4cd-db5882bf8def,2009-06-10,2009-10-16,Regular,Regular,F,1942,NA
Gabon,Africa,GAB,Ali Bongo Ondimba,GAB_2009_2,8253c8a5-1e42-11e4-b4cd-db5882bf8def,2009-10-16,2023-08-30,Regular,Irregular,M,1959,1959-02-09
Gabon,Africa,GAB,Brice Oligui,GAB_2023_1,.,2023-08-30,2024-09-25,Irregular,Still in Office,M,1974,NA
Gambia,Africa,GAM,Jawara,GAM_1965_1,822a641c-1e42-11e4-b4cd-db5882bf8def,1965-02-18,1994-07-22,Regular,Irregular,M,1924,1924-05-11
Gambia,Africa,GAM,Jammeh,GAM_1994_1,822a641d-1e42-11e4-b4cd-db5882bf8def,1994-07-22,2017-01-19,Irregular,Regular,M,1942,1942-06-05
Gambia,Africa,GAM,Adama Barrow,GAM_2017_1,.,2017-01-19,2024-09-25,Regular,Still in Office,M,1965,1965-02-15
East Germany,Europe,GDR,Gysi,GDR_1989_2,82147469-1e42-11e4-b4cd-db5882bf8def,1989-12-09,1990-10-03,Regular,Foreign,M,1948,1948-01-16
West Germany,Europe,GFR,Kohl,GFR_1982_1,82144394-1e42-11e4-b4cd-db5882bf8def,1982-10-01,1998-10-27,Regular,Regular,M,1930,1930-04-03
West Germany,Europe,GFR,Schroder,GFR_1998_1,82144395-1e42-11e4-b4cd-db5882bf8def,1998-10-27,2005-11-22,Regular,Regular,M,1944,1944-04-07
West Germany,Europe,GFR,Merkel,GFR_2005_1,82517eaa-1e42-11e4-b4cd-db5882bf8def,2005-11-22,2021-12-08,Regular,Regular,F,1954,1954-07-17
West Germany,Europe,GFR,Scholz,GFR_2021_1,.,2021-12-08,2024-09-25,Regular,Still in Office,M,1958,1958-06-14
Ghana,Africa,GHA,Rawlings,GHA_1981_1,82301d12-1e42-11e4-b4cd-db5882bf8def,1981-12-31,2001-01-07,Irregular,Regular,M,1947,1947-06-22
Ghana,Africa,GHA,John Agyekum Kufuor,GHA_2001_1,82301d14-1e42-11e4-b4cd-db5882bf8def,2001-01-08,2009-01-07,Regular,Regular,M,1938,1938-12-08
Ghana,Africa,GHA,Atta Mills,GHA_2009_1,825397d0-1e42-11e4-b4cd-db5882bf8def,2009-01-07,2012-07-24,Regular,Natural Death,M,1944,NA
Ghana,Africa,GHA,John Mahama,GHA_2012_1,2b3c671a-3481-11e4-8dba-bbcd9ed46413,2012-07-24,2017-01-07,Regular,Regular,M,1958,1958-11-29
Ghana,Africa,GHA,Nana Akufo-Addo,GHA_2017_1,.,2017-01-07,2024-09-25,Regular,Still in Office,M,1944,1944-03-29
Guinea-Bissau,Africa,GNB,Vieira,GNB_1980_1,82296fef-1e42-11e4-b4cd-db5882bf8def,1980-11-14,1999-05-07,Irregular,Irregular,M,1939,1939-04-27
Guinea-Bissau,Africa,GNB,Mane,GNB_1999_1,8229a0c2-1e42-11e4-b4cd-db5882bf8def,1999-05-07,1999-05-14,Irregular,Regular,M,1940,NA
Guinea-Bissau,Africa,GNB,Sanha,GNB_1999_2,8229a0c3-1e42-11e4-b4cd-db5882bf8def,1999-05-14,2000-02-17,Irregular,Regular,M,1947,1947-05-05
Guinea-Bissau,Africa,GNB,Kumba Iala,GNB_2000_1,8229d196-1e42-11e4-b4cd-db5882bf8def,2000-02-18,2003-09-14,Regular,Irregular,M,1953,NA
Guinea-Bissau,Africa,GNB,Correia Seabra,GNB_2003_1,8229d197-1e42-11e4-b4cd-db5882bf8def,2003-09-14,2003-09-28,Irregular,Regular,M,1947,NA
Guinea-Bissau,Africa,GNB,Henrique Pereira Rosa,GNB_2003_2,822a026a-1e42-11e4-b4cd-db5882bf8def,2003-09-28,2005-10-01,Regular,Regular,M,1946,NA
Guinea-Bissau,Africa,GNB,Vieira,GNB_2005_1,82296fef-1e42-11e4-b4cd-db5882bf8def,2005-10-01,2009-03-02,Regular,Irregular,M,1939,1939-04-27
Guinea-Bissau,Africa,GNB,Raimundo Perreira,GNB_2009_1,82533626-1e42-11e4-b4cd-db5882bf8def,2009-03-02,2009-09-08,Regular,Regular,M,1956,NA
Guinea-Bissau,Africa,GNB,Sanha,GNB_2009_2,8229a0c3-1e42-11e4-b4cd-db5882bf8def,2009-09-08,2011-12-31,Regular,Natural Death,M,1956,NA
Guinea-Bissau,Africa,GNB,Raimundo Pereira,GNB_2012_1,149f2736-aae0-11e4-b3bc-29f2fa19767e,2012-01-09,2012-04-12,Regular,Irregular,M,1956,NA
Guinea-Bissau,Africa,GNB,Mamadu Ture Kuruma,GNB_2012_2,149f2737-aae0-11e4-b3bc-29f2fa19767e,2012-04-12,2012-05-11,Irregular,Regular,M,1947,1947-04-26
Guinea-Bissau,Africa,GNB,Manuel Serifo Nhamadjo,GNB_2012_3,2b3a05b8-3481-11e4-8dba-bbcd9ed46413,2012-05-11,2014-06-23,Regular,Regular,M,1958,1958-03-25
Guinea-Bissau,Africa,GNB,Vaz,GNB_2014_1,149f4e46-aae0-11e4-b3bc-29f2fa19767e,2014-06-23,2020-02-27,Regular,Regular,M,1957,1957-12-10
Guinea-Bissau,Africa,GNB,Umaro Cissoko Embalo,GNB_2020_1,.,2020-02-27,2024-09-25,Regular,Still in Office,M,1972,1972-09-23
Greece,Europe,GRC,Zolotas,GRC_1989_3,821e5fab-1e42-11e4-b4cd-db5882bf8def,1989-11-28,1990-04-10,Regular,Regular,M,1904,NA
Greece,Europe,GRC,Mitsotakis,GRC_1990_1,821e5fac-1e42-11e4-b4cd-db5882bf8def,1990-04-11,1993-10-13,Regular,Regular,M,1918,NA
Greece,Europe,GRC,A. Papandreou,GRC_1993_1,821e2ed9-1e42-11e4-b4cd-db5882bf8def,1993-10-13,1995-11-20,Regular,Retired Due to Ill Health,M,1919,1919-02-05
Greece,Europe,GRC,Tsokhatzopulos,GRC_1995_1,821e5fad-1e42-11e4-b4cd-db5882bf8def,1995-11-20,1996-01-22,Regular,Regular,M,1939,NA
Greece,Europe,GRC,Simitis,GRC_1996_1,821e5fae-1e42-11e4-b4cd-db5882bf8def,1996-01-22,2004-03-10,Regular,Regular,M,1936,NA
Greece,Europe,GRC,Konstantinos Karamanlis,GRC_2004_1,821e907e-1e42-11e4-b4cd-db5882bf8def,2004-03-10,2009-10-06,Regular,Regular,M,1956,NA
Greece,Europe,GRC,Georgios Papandreou,GRC_2009_1,825272d7-1e42-11e4-b4cd-db5882bf8def,2009-10-06,2011-11-11,Regular,Regular,M,1952,1952-06-16
Greece,Europe,GRC,Loukas Papadimos,GRC_2011_1,825272d8-1e42-11e4-b4cd-db5882bf8def,2011-11-11,2012-05-16,Regular,Regular,M,1947,1947-10-11
Greece,Europe,GRC,Panagiotis Pikrammenos,GRC_2012_1,149eb207-aae0-11e4-b3bc-29f2fa19767e,2012-05-16,2012-06-20,Regular,Regular,M,1945,1945-07-26
Greece,Europe,GRC,Antonis Konstantinou Samaras,GRC_2012_2,149eb208-aae0-11e4-b3bc-29f2fa19767e,2012-06-20,2015-01-26,Regular,Regular,M,1951,1951-05-23
Greece,Europe,GRC,Alexis Tsipras,GRC_2015_1,43f80fff-de6a-11e5-ba44-bb6d7c1a9a58,2015-01-26,2019-07-08,Regular,Regular,M,1974,1974-07-28
Greece,Europe,GRC,Kyriakos Mitsotakis,GRC_2019_1,.,2019-07-08,2023-05-25,Regular,Regular,M,1968,1968-03-04
Greece,Europe,GRC,Ioannis Sarmas,GRC_2023_1,.,2023-05-25,2023-06-26,Regular,Regular,M,1957,1957-03-21
Greece,Europe,GRC,Kyriakos Mitsotakis,GRC_2023_2,.,2023-06-26,2024-09-25,Regular,Still in Office,M,1968,1968-03-04
Georgia,Asia,GRG,Gamsakhurdia,GRG_1991_1,82235553-1e42-11e4-b4cd-db5882bf8def,1991-04-12,1992-01-06,Regular,Irregular,M,1939,1939-03-31
Georgia,Asia,GRG,Ioseliani,GRG_1992_1,82235554-1e42-11e4-b4cd-db5882bf8def,1992-01-06,1992-03-10,Irregular,Regular,M,1926,1926-07-10
Georgia,Asia,GRG,Shevardnadze,GRG_1992_2,82238624-1e42-11e4-b4cd-db5882bf8def,1992-03-10,2003-11-23,Regular,Irregular,M,1928,1928-01-25
